gender,Near_Location,Partner,Promo_friends,Phone,Contract_period,Group_visits,Age,Avg_additional_charges_total,Month_to_end_contract,Lifetime,Avg_class_frequency_total,Avg_class_frequency_current_month,Churn
0,0,0,0,1,1,1,32,70.0678254,1,2,0.472622853,0.368359545,0
0,1,1,1,1,12,0,30,158.4071384,11,1,1.469273796,1.541404184,0
0,1,0,0,1,1,0,21,265.9446046,1,1,2.141544131,2.080420376,1
0,1,1,1,1,12,0,24,204.6129499,12,2,2.1043315,2.113634737,0
1,0,0,0,1,1,0,31,80.90733664,1,0,2.628255721,2.593092026,0
1,0,0,0,1,6,1,30,250.6977994,6,1,3.197085142,3.419144456,0
0,1,1,1,1,12,1,34,96.08760918,11,4,2.370811283,2.302502867,0
0,1,1,0,1,6,1,35,225.1850043,6,2,1.202484598,1.164569402,0
0,1,0,0,1,1,0,26,147.9656408,1,0,1.416032238,0.597629492,1
1,1,1,0,1,1,1,23,81.20212028,1,1,0.159315522,0,1
0,1,0,0,1,1,1,26,161.1425854,1,0,1.920485584,0.960313826,1
0,0,0,0,1,1,0,25,125.7056346,1,1,1.033624816,0,1
1,1,0,1,1,1,1,27,180.0260221,1,2,1.57506321,1.4032587,0
1,1,1,0,1,1,0,34,21.7946363,1,8,1.392758741,1.389592139,0
0,1,1,1,1,6,1,27,37.67974051,6,11,0.762865536,1.010568848,0
1,1,0,0,0,1,0,23,257.7217489,1,2,3.566431355,3.572159483,0
0,1,0,1,1,6,0,29,98.69525983,5,3,2.722465071,2.687043067,0
1,1,0,0,1,12,0,36,156.8097564,12,3,0.586073556,0.622173051,0
1,0,1,0,1,1,1,26,38.79809626,1,0,1.057863321,0.815280739,1
0,1,1,1,1,6,1,28,242.1522427,6,4,2.788118012,2.703736907,0
0,1,0,1,1,12,0,30,196.7017533,12,6,3.404093579,3.481670821,0
1,1,0,0,0,6,1,31,278.5991709,6,9,2.675603455,2.607345932,0
1,1,1,0,1,1,0,31,11.91670517,1,0,1.779457065,1.332878085,1
0,0,1,1,1,1,0,30,84.78552223,1,1,1.24391554,0,1
0,1,1,1,1,12,1,24,125.431442,10,2,3.067266186,3.161618499,0
0,1,1,1,1,1,0,31,187.3612458,1,2,1.716300181,1.733701119,0
0,0,0,0,1,1,0,29,81.63177514,1,1,1.295683961,0.891315053,1
0,0,1,0,1,12,1,32,552.5907404,12,1,0.887859193,0.93930354,0
0,1,0,0,1,12,1,32,290.0473935,11,12,2.185112963,2.204389465,0
0,0,0,0,0,1,0,31,279.0033805,1,9,1.897191253,1.885118703,0
1,1,1,0,1,1,0,32,180.7635899,1,1,1.611663556,1.763303397,0
0,0,0,0,1,1,0,29,154.9780003,1,0,1.495421396,0.719297686,1
1,1,1,0,1,12,1,35,147.8265127,12,1,2.177332613,2.261674053,0
0,0,0,0,0,1,0,31,136.9172943,1,2,0.601059116,0,1
0,1,0,0,0,1,0,30,107.7305068,1,0,1.188584315,1.481934798,1
1,1,0,0,1,1,0,26,195.0872189,1,14,1.672746111,1.519506851,0
1,0,0,0,1,1,1,28,161.8120375,1,6,3.043552032,2.949596792,0
1,1,0,0,1,12,0,25,223.2504597,12,1,0,0,0
1,1,0,0,1,6,1,34,110.956731,6,1,0.730013696,0.82895732,0
1,1,0,0,1,12,1,30,283.5412045,12,2,2.046344301,2.236970696,0
1,1,0,1,1,12,1,30,140.9867585,10,4,2.318273915,2.349477203,0
0,1,1,0,1,6,1,29,13.29527536,6,3,1.216384919,1.178247785,0
1,1,0,0,1,6,1,31,219.6158757,6,1,1.738562335,1.8261103,0
0,1,1,0,1,1,0,30,93.94496817,1,9,2.710836775,2.63996043,0
1,1,1,0,1,1,0,28,247.5989077,1,2,3.345811624,3.362321061,0
0,0,1,1,1,12,0,30,47.30276656,12,5,2.171444237,2.184857591,0
0,1,0,0,1,12,1,31,221.1003597,12,3,2.409916192,2.432461735,0
1,1,1,1,1,6,0,30,10.08127709,5,6,0.259065082,0.358778741,0
1,1,0,0,1,1,1,33,208.0716725,1,8,1.974416581,1.518766257,1
1,1,0,0,1,1,1,24,98.72957049,1,1,2.479732248,2.976804404,1
1,1,1,1,1,12,1,33,29.40562926,12,1,1.382128208,1.483242999,0
0,1,1,1,1,12,1,28,457.4064786,9,1,1.718064111,1.655871512,0
1,1,1,1,1,12,1,25,200.4995199,12,1,1.847695551,1.894034249,0
1,1,0,0,1,1,1,27,352.1952276,1,2,2.31113719,2.340771595,0
1,1,0,1,1,1,1,30,163.5373516,1,8,1.860376724,2.029575199,0
1,1,1,1,1,6,0,28,13.58656381,6,1,3.316065505,3.273927523,0
0,1,0,0,1,1,0,28,108.9257478,1,0,1.757285785,2.094565114,1
1,1,1,1,1,1,1,35,100.9978848,1,8,1.645852838,1.651731006,0
1,1,0,0,1,1,0,28,36.90839248,1,5,2.800990924,2.809810244,0
0,1,0,0,1,1,0,27,26.73796033,1,3,0.250480014,0.378204054,0
0,1,1,1,1,1,0,25,95.14059114,1,2,1.744659377,0.30191857,1
1,1,0,0,1,1,0,27,37.61837043,1,6,3.096741004,3.017834621,0
0,1,1,1,1,12,0,32,181.4188514,12,3,1.9949325,1.918647706,0
0,1,0,0,1,1,0,27,277.7491168,1,1,2.524275194,2.391243827,0
0,0,0,0,1,1,1,28,20.45661557,1,4,3.518626421,3.41538953,0
1,1,1,1,1,12,1,20,100.1980073,5,5,2.213091508,2.345300896,0
1,1,0,0,1,1,1,37,76.26397153,1,2,2.469313394,2.402640538,0
1,1,1,1,1,12,1,32,4.920061555,12,0,3.734299619,3.684651858,0
0,1,0,0,1,1,1,36,183.6455996,1,6,2.657050459,2.648253199,0
0,0,0,0,1,12,1,24,274.5614992,7,15,1.209650964,1.240501503,0
0,1,1,1,1,12,0,28,84.89121628,11,1,2.816748574,2.767972571,0
1,0,1,0,1,6,1,27,7.200534907,6,5,2.725371719,2.702925839,0
1,0,1,1,1,1,0,28,196.6609383,1,4,2.593065076,2.442352216,0
0,1,0,0,1,6,0,34,125.6576395,6,2,1.221617219,1.269521086,0
1,1,0,0,1,1,0,29,50.50142704,1,1,1.484068395,1.173777902,1
0,1,0,0,1,12,0,33,267.4720575,4,1,0.763264703,0.824603235,0
0,1,0,0,0,1,0,30,152.3407765,1,2,1.951551935,1.058905879,1
0,1,1,1,1,12,1,30,191.3838798,12,11,1.867538386,1.795377561,0
1,1,0,0,1,1,0,30,358.8876473,1,1,4.152055499,4.037862769,0
0,1,0,0,1,1,0,28,72.10447536,1,5,0.843915312,0.928676927,0
0,0,0,0,1,1,0,25,30.71265251,1,1,1.840853507,0.80663428,1
1,1,0,1,1,1,1,25,267.6454795,1,4,3.047361784,3.233859098,0
0,1,0,0,1,12,0,27,79.84522428,12,0,1.007947925,1.033778106,1
1,1,1,1,1,12,1,30,97.3733237,12,1,3.033946788,3.043235859,0
1,1,0,1,1,1,0,32,161.6768796,1,5,1.917287796,1.979257655,0
0,0,0,0,1,1,1,24,131.6940837,1,1,1.58758907,1.657512692,0
0,1,1,1,1,6,0,27,25.68405217,6,1,1.01983626,1.475755904,1
1,1,0,0,1,1,0,30,122.8764286,1,2,2.312062432,1.774061826,1
0,0,1,0,1,1,0,32,63.67269984,1,8,1.575633038,1.616485259,0
1,0,1,0,1,1,0,27,266.3037806,1,1,1.597157834,0.080299122,1
1,1,0,0,1,1,0,25,164.3095606,1,0,2.245542376,2.123614752,1
0,1,1,1,1,6,1,28,51.9739055,6,3,3.142431663,2.998336384,0
1,0,1,0,1,1,0,25,19.49353334,1,0,0.323957724,0,1
1,1,1,0,1,12,0,26,174.9963029,12,3,2.162645112,2.303139028,0
0,1,1,1,1,1,0,31,44.85211046,1,3,1.733401631,1.482757016,0
1,1,0,0,1,12,1,33,275.025084,11,4,0.402945589,0.508431311,0
1,0,1,0,1,1,0,28,34.1996574,1,7,3.584781967,3.566748155,0
1,1,0,0,1,6,0,26,396.0704468,6,1,2.326106555,2.385412202,0
1,1,1,1,1,1,1,29,176.0513661,1,6,1.396235564,1.353671702,0
0,0,1,0,1,1,0,30,26.98930129,1,2,2.86069573,2.833198879,0
1,1,0,0,1,12,1,34,112.8894253,12,1,1.137337757,1.115163141,0
0,0,1,0,1,1,1,27,121.743198,1,1,2.10668744,2.117192512,1
0,1,1,0,1,6,1,23,141.5874706,6,2,0,0,0
1,1,1,0,1,1,0,24,250.0500547,1,1,1.956437998,1.483612185,1
0,1,0,0,1,1,1,33,209.4513787,1,5,1.458775827,1.507816501,0
1,1,0,0,0,6,1,29,83.70086971,6,4,2.271472195,2.419244056,0
1,0,1,0,1,1,1,28,50.09310515,1,0,1.462510581,0.699600825,1
1,1,0,0,1,1,0,29,220.18552,1,3,0.716460448,0.578145076,0
1,1,1,0,1,1,1,28,272.1537801,1,23,3.020038658,3.029275695,0
1,1,1,0,1,12,1,26,242.0934075,12,2,2.896090713,2.806799871,0
0,1,0,1,1,6,0,25,62.92241079,5,0,2.223131318,1.338029036,1
0,1,1,0,1,1,1,30,169.2510366,1,10,2.533124273,2.360076943,0
0,1,0,0,1,1,0,24,60.91256673,1,1,2.835538055,2.76524678,0
1,1,0,0,1,1,0,27,123.2195958,1,0,2.405943542,2.531817664,1
1,1,0,0,1,1,0,26,257.2782503,1,2,3.7422239,3.740327371,0
1,1,1,1,1,12,0,27,265.1072385,10,5,2.145620359,1.91773098,0
1,1,1,0,1,12,1,29,69.9753491,12,7,3.031378078,2.930323962,0
0,1,1,1,1,12,1,31,85.73848175,12,6,2.754571961,2.665089419,0
1,0,1,0,1,1,0,29,6.422385228,1,1,1.900317559,1.644176362,1
1,1,1,1,1,12,1,28,360.3221301,12,4,3.267068901,3.260523932,0
0,1,0,0,1,1,1,29,272.2287636,1,2,1.229189725,0.282662087,1
1,1,1,1,1,1,0,32,175.6997464,1,0,1.388608875,1.006424288,1
0,1,1,0,1,1,0,25,88.42962526,1,4,2.088593642,2.056126983,0
0,1,1,1,1,12,0,28,320.4719933,8,2,1.282495459,0.535976005,1
0,1,0,0,1,1,0,31,18.33467741,1,2,0.467150309,0.569598206,0
1,1,1,0,1,12,0,28,43.44094932,9,3,3.64066674,3.720636059,0
0,1,0,0,1,1,1,32,102.6163742,1,4,1.235140035,1.042658043,0
0,1,1,0,1,1,0,29,82.59637147,1,3,2.046675784,1.946170662,0
0,1,0,0,1,1,1,29,202.3444835,1,2,2.558807544,2.504273724,0
1,1,0,0,0,1,1,31,342.1125579,1,10,1.734502618,1.78829457,0
1,1,0,0,1,1,0,27,24.55394499,1,4,1.390534733,0.979445092,1
0,1,1,1,1,12,1,32,32.30660714,12,14,2.423799151,2.462410229,0
1,1,0,0,1,1,0,26,404.7862074,1,7,3.125038532,3.15820154,0
1,1,1,0,1,6,0,27,98.087479,6,2,3.057608261,3.033944028,0
0,0,0,0,1,1,0,32,59.42079881,1,1,0.08538714,0.484418328,1
0,1,1,1,1,12,1,30,148.8054203,12,3,1.391292489,1.527438236,0
0,1,1,1,0,12,0,23,198.5053306,10,8,0.627617109,0.612831041,0
1,1,0,0,1,1,1,32,23.45900799,1,0,3.026785747,2.856212401,0
0,1,1,1,1,12,1,31,318.8341068,8,14,3.167324541,3.09139191,0
1,1,0,0,1,6,0,22,162.4468878,5,0,1.326790868,0.125039228,1
0,1,0,0,1,1,1,33,273.0424723,1,5,2.367380046,2.238979194,0
1,1,1,1,1,12,1,32,173.9153489,10,1,1.309502186,1.265710948,0
0,1,1,0,1,1,1,29,98.96024724,1,22,0.447116829,0.567083297,0
0,1,0,0,1,1,0,36,303.6399403,1,5,2.057776054,2.06858959,0
0,1,1,1,1,1,0,33,151.8162908,1,3,1.482334682,1.429165048,0
1,1,1,0,1,6,0,23,261.360635,6,3,3.278324006,3.32099647,0
1,1,1,0,1,1,0,25,296.1463781,1,0,2.070838593,1.090365623,1
1,1,1,1,1,6,1,30,342.3748384,6,2,2.338264777,2.362191313,0
0,1,1,1,1,1,1,29,233.5380138,1,1,2.233253397,2.129014687,0
0,1,1,1,1,6,0,25,110.2317125,6,0,0.786201118,0.808560572,1
0,1,1,1,1,1,1,35,32.68330832,1,3,2.756865794,2.920238392,0
1,1,0,0,1,12,0,30,70.03765493,8,10,0.968884445,0.959334648,0
1,1,0,1,1,12,0,29,38.99356169,10,9,0.060124459,0.013787868,0
1,1,1,1,1,12,0,29,110.8429676,10,2,1.418325701,1.362574818,0
0,0,1,1,1,1,0,32,124.0967583,1,1,2.86870555,2.992209346,0
0,1,0,0,1,1,1,26,1.250412683,1,3,1.903782145,1.805206189,0
1,1,1,1,1,6,1,25,217.9471037,5,6,2.081984992,2.194959328,0
1,0,1,0,1,1,0,28,86.95319992,1,2,2.66290127,2.532625244,0
0,1,0,0,1,12,1,35,151.3924743,12,2,2.488619422,2.43293101,0
1,0,0,0,1,1,0,25,138.3631409,1,2,0.548540691,0,1
0,1,1,0,1,1,1,29,115.6624668,1,1,1.456536556,1.345585186,1
0,1,0,0,1,12,0,29,231.7482401,8,1,3.132211235,3.17429422,0
1,1,1,1,1,12,1,34,216.1435061,12,3,2.212150054,2.164881364,0
0,1,1,1,1,6,0,24,65.20237982,4,2,0.853426046,0.602994743,1
0,0,1,0,1,1,0,31,220.6800126,1,7,2.582930061,2.530401048,0
0,1,0,0,1,6,0,26,8.649808932,6,16,0.164418563,0.120463492,0
0,1,1,0,1,12,1,33,200.0715419,12,4,3.379991156,3.398492044,0
1,1,1,1,1,1,0,33,34.45225238,1,1,0.913469561,1.268163266,1
0,0,0,0,1,1,0,29,133.5407505,1,2,1.922427908,1.530876091,1
0,0,0,0,1,1,0,30,133.6401076,1,0,1.023815202,0.644609872,1
1,1,0,0,1,1,0,30,41.76716434,1,1,1.523789825,1.392351499,1
1,1,0,1,1,1,1,29,234.9294912,1,6,1.416296802,1.514682253,0
0,1,1,1,1,1,0,32,236.0649793,1,4,1.860942071,1.777264617,0
1,1,0,1,1,6,0,30,206.1440981,6,0,0.866217469,0.070552231,1
0,0,0,0,1,1,0,25,154.0104821,1,5,2.961949297,2.890784534,0
1,1,1,1,1,12,0,28,281.6881936,12,1,0.634576287,0.52930617,0
0,1,0,0,1,12,1,25,404.4406414,11,8,0.50315047,0.458567396,0
1,1,1,1,1,12,0,34,242.6063107,12,9,0.485636757,0.592231656,0
0,1,1,0,1,12,1,27,322.5253597,11,3,1.378124774,1.427573549,0
0,1,1,1,1,12,0,24,52.68041237,12,1,1.832738684,1.026885012,1
1,1,0,0,1,1,0,30,54.02212564,1,1,1.692426592,0.788458581,1
0,1,1,0,1,12,0,34,256.6131477,9,4,1.614213497,1.672271714,0
1,1,0,0,1,6,1,28,57.88807697,6,2,2.600270979,2.634698746,0
0,0,1,0,1,6,0,29,136.8966289,6,1,2.04155015,2.178610597,0
1,1,0,0,1,12,0,31,93.45677599,6,8,2.683689881,2.552564157,0
0,1,1,0,1,1,1,23,192.559797,1,1,1.110925387,0.841667171,1
0,1,1,1,0,6,1,31,190.7688258,6,1,0.44112664,0.344341393,0
0,1,0,1,1,1,1,31,219.958224,1,1,1.486299662,0.708739276,1
0,1,1,1,1,12,1,26,21.18099992,8,4,1.608379464,1.652658018,0
1,1,0,0,1,1,0,29,33.55687362,1,17,3.842245249,3.809922833,0
0,1,1,0,1,1,0,30,162.5293792,1,6,2.43157268,2.390349765,0
1,1,0,1,1,1,1,29,92.43804338,1,9,1.755793384,1.590028521,0
1,1,0,0,1,1,1,24,54.87599574,1,1,2.280225177,1.066996056,1
0,1,1,1,1,6,1,28,106.1198236,6,7,3.245594078,3.426624588,0
1,1,0,0,1,1,1,24,212.0934486,1,0,2.095768745,1.482320024,1
1,0,0,0,1,6,0,32,78.88002764,6,3,0.470169994,0.377569708,0
0,0,0,0,1,12,0,29,260.3390806,12,7,0.968385518,0.933481036,0
0,1,0,0,1,1,1,27,229.3219123,1,4,1.763502133,1.848362815,0
1,1,0,0,1,1,0,30,101.6392462,1,6,0.488664677,0.391596764,0
0,0,0,0,1,1,1,33,245.0617578,1,8,1.691421691,1.579533775,0
0,1,1,0,1,12,1,28,288.949445,11,3,2.848070922,2.806415628,0
1,1,0,1,1,1,0,27,264.5228471,1,0,1.029819366,1.109635956,0
0,1,0,0,1,1,0,27,93.00636503,1,1,1.777851095,2.347246884,1
0,1,1,1,1,12,1,29,257.939031,11,5,1.902582027,1.789563382,0
0,1,0,0,1,1,1,34,30.26773726,1,3,3.428661132,3.567776456,0
1,1,1,0,1,12,1,31,104.6596797,10,4,0.890094996,0.870960477,0
0,1,1,0,1,1,0,29,78.29036901,1,9,2.483801659,2.475648166,0
0,1,1,0,1,6,0,27,179.9603631,6,5,4.121667693,4.181416711,0
0,1,1,0,1,6,0,30,212.2477045,6,3,0.634597819,0.681057676,0
1,0,1,0,1,1,0,26,98.61884045,1,1,1.038560139,0.803730049,0
0,1,0,0,1,6,1,28,32.77132686,6,4,0.589294948,0.586840428,0
0,1,0,0,1,6,1,31,189.1620757,4,5,3.070235887,3.100085609,0
1,0,0,0,1,1,0,25,6.251301276,1,2,1.811955066,1.434294665,1
0,1,1,1,1,12,0,31,183.3400289,11,8,3.590505318,3.473679756,0
0,1,1,1,1,6,1,29,186.9047673,5,9,1.365723623,1.334611458,0
1,1,1,0,1,12,1,28,21.94512299,12,3,0,0.020966326,0
0,1,1,1,1,1,1,30,203.4338342,1,5,1.213534957,1.318986538,0
1,1,1,1,1,12,0,27,192.1285987,10,4,1.183444169,1.225738572,0
1,1,0,0,1,6,1,29,397.273358,6,5,2.453416255,2.502779212,0
1,1,0,0,1,1,1,26,162.1573577,1,6,0.991942401,1.01367046,0
0,0,0,0,1,1,0,26,115.3598831,1,1,2.81923247,2.376044112,1
0,0,0,0,1,1,0,31,410.7567326,1,3,2.401838382,2.473404013,0
0,1,1,0,0,6,1,24,88.30096701,6,2,1.481319646,0.89396736,1
1,0,1,0,1,1,0,27,16.56164137,1,0,1.963894641,1.431073481,1
1,1,0,0,1,1,1,26,225.0835012,1,11,1.341431785,1.31097481,0
1,1,1,1,1,12,1,30,89.49282081,12,3,1.473755081,1.376106979,0
1,0,1,0,1,6,1,30,256.9592267,6,18,0.220354089,0.314693262,0
1,1,0,0,0,12,0,27,241.3737921,10,2,2.59301319,2.773247683,0
0,1,1,0,0,12,1,24,34.17904856,7,2,3.028165227,3.0906783,0
0,1,0,0,1,1,0,31,66.32918998,1,1,1.06483507,0.752730781,1
0,1,0,0,1,1,0,26,306.9169296,1,1,0.671913366,1.140868448,1
0,0,0,0,1,1,0,30,200.0683748,1,1,1.377892372,1.509709151,0
1,1,1,1,1,1,0,30,232.3095035,1,3,0.938671801,0.888995506,0
0,1,0,1,0,1,1,34,9.246232216,1,4,2.645274876,2.48241094,0
0,1,1,0,1,12,0,32,83.17937707,12,6,3.344104196,3.406288781,0
0,1,0,0,1,1,0,31,28.25381075,1,0,2.735446283,2.332612556,1
0,0,0,0,1,1,0,29,15.4062998,1,4,0.647284808,0.768245115,0
1,1,0,0,1,1,1,31,169.8708544,1,2,1.214657049,0.911089538,1
1,1,0,0,1,1,0,27,248.4958582,1,1,1.911622718,1.670696784,1
0,1,1,0,1,12,1,28,134.523341,9,6,2.461051331,2.503642257,0
0,1,0,1,0,1,1,29,215.4232869,1,6,1.470685039,1.389292206,0
1,1,0,0,0,1,1,31,271.6880872,1,1,0.746582723,0.642923184,0
0,1,1,1,1,12,0,30,157.8075164,11,11,1.847022617,1.871777227,0
1,1,1,0,1,1,0,27,114.5030327,1,8,1.188486717,1.07087701,0
1,1,0,0,1,1,1,28,122.9410077,1,1,0.654221633,0.747897437,0
1,1,0,0,0,6,0,29,220.2588753,6,12,0,0,0
1,1,0,0,1,6,0,30,143.4310242,6,4,2.194189408,2.307159388,0
1,1,0,0,1,6,0,33,173.464312,3,5,3.994193537,4.014588916,0
0,1,0,0,1,1,0,24,97.77420753,1,0,1.37683925,1.00503327,1
1,1,1,1,0,12,0,28,64.69514357,12,8,0,0.073275927,0
0,1,0,0,1,6,0,30,183.9642584,6,10,3.256009047,3.341420426,0
1,1,1,0,0,6,1,22,273.4794738,5,2,1.052673131,1.025594559,0
0,1,1,1,1,1,1,36,78.46223415,1,1,1.567124033,1.674794869,0
0,1,1,1,1,6,0,31,67.46550769,6,4,3.457046887,3.362500675,0
1,1,1,1,1,1,1,28,201.5399922,1,5,2.82016309,2.921701289,0
0,1,1,0,1,12,0,37,157.5010371,12,3,3.682756773,3.618406584,0
1,0,1,0,1,1,0,24,127.1420832,1,0,2.289697311,1.701965563,1
0,0,1,0,1,6,0,35,127.130425,3,1,0.74775359,0.861742721,0
0,0,0,0,1,6,1,25,78.79688871,6,0,1.66310527,1.627575412,1
1,1,0,0,1,1,1,27,7.817684753,1,1,1.712815009,1.309882089,1
0,1,0,0,1,12,1,36,179.9400223,12,7,1.996716894,2.0116023,0
1,1,1,0,1,6,0,31,278.8679844,6,8,0.299156706,0.197888577,0
0,1,0,1,1,1,0,26,229.1575578,1,1,2.028697093,2.607832751,1
0,1,0,0,1,6,1,28,365.378869,3,2,2.108335314,2.14473388,0
0,1,0,0,0,1,0,26,118.1736593,1,3,3.900935819,4.036181968,0
1,1,0,1,1,12,0,30,262.7596082,12,1,3.555306854,3.652884141,0
0,1,0,0,0,1,0,30,384.3710014,1,7,0.002760393,0,0
0,0,0,1,1,1,0,27,210.8810224,1,2,1.350153658,0.558744826,1
1,0,0,0,1,1,0,27,106.52535,1,1,0.840204464,0.616404399,1
1,0,0,0,1,1,0,34,226.3665919,1,6,3.215906715,3.248885949,0
1,0,0,0,1,12,1,28,108.6572879,12,6,1.032328071,1.008285849,0
0,1,1,0,1,12,0,34,89.77571228,11,3,1.140739371,1.07118484,0
1,1,1,1,1,6,1,32,67.50715044,6,2,1.053587542,0.935747593,0
1,1,1,1,1,6,1,33,273.9237308,3,12,1.374173294,1.3650743,0
1,1,1,1,0,1,1,28,169.4008201,1,0,1.599904584,1.373671403,1
1,1,0,0,1,1,0,31,62.08314913,1,7,2.275700397,2.498706678,0
1,1,0,0,1,1,1,31,281.634345,1,0,2.284260627,2.184527479,1
0,1,0,0,1,12,0,28,252.9880352,12,13,1.788247854,1.720574012,0
1,1,1,1,1,12,1,30,53.25877947,12,6,1.432302545,1.487883726,0
1,1,0,0,0,6,0,27,107.2866257,6,8,3.495074929,3.517020179,0
1,1,1,1,1,12,0,32,107.2580806,12,1,2.222620092,2.260498134,0
1,1,1,0,1,12,1,35,71.64084934,11,0,1.551065663,1.466989628,0
1,1,0,0,1,1,0,27,89.08346727,1,1,1.039538719,0.10559402,1
0,1,0,0,0,6,0,30,196.2149965,6,4,1.969049064,2.023379907,0
0,1,0,0,1,1,1,26,188.0601944,1,2,1.10092332,0.789772143,1
1,1,1,1,1,12,0,31,79.94152653,10,4,1.748892656,1.828064378,0
0,1,1,0,1,12,1,31,61.27146083,12,5,1.235990564,1.262663063,0
0,0,0,0,0,1,0,33,141.4118773,1,5,1.694065815,1.64049442,0
1,1,0,0,1,6,1,32,55.80011748,6,2,0.713217704,0.866141991,0
0,1,1,0,1,6,0,28,66.45914022,6,4,2.971901997,2.924220125,0
0,1,1,0,1,12,1,34,253.5917684,12,20,2.777846848,2.879788187,0
1,0,0,0,0,1,0,26,150.4322847,1,2,2.698217511,1.84989269,1
0,1,1,1,1,1,1,29,14.96186736,1,0,1.106038372,0.638680494,1
0,1,0,0,1,1,0,27,19.09303527,1,2,1.073875498,1.300898333,1
0,1,0,0,0,1,1,28,253.9543161,1,2,1.180748719,0.573818285,1
0,1,0,0,1,1,0,38,53.54015302,1,5,2.821720851,2.786275136,0
1,1,0,0,1,12,0,31,196.6265886,12,2,2.207432225,2.26593958,0
0,0,0,0,1,1,0,23,103.9307538,1,1,1.189314708,0.887563135,1
1,1,1,1,1,1,0,25,190.703686,1,9,1.010936157,1.026492934,0
1,1,1,1,1,12,0,37,337.0551014,12,6,1.595139015,1.707451595,0
0,1,1,1,1,6,1,26,23.26752732,6,4,2.162888957,2.16330041,0
1,1,1,1,1,12,0,32,334.0399753,12,8,0.143986498,0.21432459,0
0,1,0,0,1,1,0,29,131.4010299,1,16,0.274207032,0.271249223,0
1,1,1,1,1,12,0,26,310.3287664,12,11,2.047883586,1.957853942,0
0,1,1,1,1,12,1,25,4.29201829,12,4,1.949101966,1.843512055,0
1,1,0,0,1,6,0,30,99.29013227,6,14,1.699906643,1.584908089,0
1,1,0,0,0,1,0,28,138.6082213,1,0,0,0,1
0,1,1,1,1,12,1,24,34.17859465,12,1,2.084685414,2.264815921,0
1,1,0,1,1,1,0,30,171.5389482,1,1,1.897049262,1.711161333,1
1,0,1,0,1,6,0,35,159.4915262,6,2,3.316785877,3.266959573,0
1,1,1,0,1,6,1,31,333.4039369,6,9,2.673575872,2.748303886,0
0,1,0,0,1,1,0,27,188.7131264,1,0,0.485314559,0.505336093,1
0,1,1,0,1,6,0,28,53.65355265,6,4,1.717337008,1.612709303,0
0,1,1,1,1,1,0,28,143.6094825,1,2,0.585243763,0.111515758,1
1,1,1,0,1,1,0,27,60.01384641,1,19,1.989381453,1.915779588,0
1,1,1,1,1,1,1,27,71.19678705,1,1,3.463376997,3.406710869,0
1,1,0,0,1,1,1,29,71.52352225,1,1,2.729742565,2.753885418,0
0,1,0,0,1,6,0,31,356.5229671,3,2,0.099865939,0.202979271,0
0,0,0,0,1,1,0,28,175.0469845,1,1,1.140536546,0.64736945,1
0,1,1,0,1,1,0,30,149.7069027,1,1,1.756046195,2.240188392,1
0,1,0,1,1,1,0,29,158.9818637,1,2,1.77561807,0.705410072,1
1,0,1,0,1,1,1,32,200.5645408,1,3,2.04995721,2.219156357,0
1,0,1,0,1,1,0,26,187.1627542,1,1,1.321520767,0.651755659,1
0,0,1,0,1,12,0,34,266.9431638,12,3,2.047796082,2.204975331,0
0,1,0,0,1,12,1,29,101.9077262,12,2,2.405441549,2.596043672,0
0,1,1,1,1,6,0,32,389.2914749,5,2,2.643727427,2.675706233,0
0,1,1,1,1,12,0,33,95.79555123,7,1,3.482455785,3.539166176,0
1,1,0,0,1,6,0,24,35.85573388,6,3,1.144809041,1.266352493,0
0,1,0,0,0,1,0,26,316.7752665,1,1,1.886832022,1.88754853,0
0,1,1,0,1,6,0,34,50.04915997,6,3,1.258690783,1.325690052,0
1,1,1,0,1,12,0,25,292.6097675,10,4,3.813216001,4.095132249,0
1,1,1,0,1,12,0,26,143.8507438,12,3,2.249002861,2.369281886,0
1,1,0,0,1,1,0,30,251.71858,1,7,3.235067016,3.336253978,0
1,1,1,0,1,12,0,28,170.7580752,12,6,2.917535723,2.826471996,0
1,1,0,0,0,1,0,21,184.9656827,1,2,1.54080177,0.860051597,1
1,1,0,0,1,1,0,27,248.3102095,1,4,1.408662649,0.307363922,1
0,1,1,1,1,12,0,25,211.4717631,12,2,1.230205946,1.087674861,0
1,1,0,0,1,1,0,25,161.9285427,1,16,1.885750619,2.050203814,0
0,1,0,1,1,1,1,22,307.608691,1,19,1.253040388,1.294574875,0
1,1,0,1,1,1,0,29,78.80949258,1,14,0.884578195,0.781699698,0
0,0,0,0,1,1,0,25,60.8705442,1,0,0.914318407,0.093330543,1
0,0,0,0,1,1,0,25,99.48142502,1,1,1.601531736,0.41402495,1
1,1,1,1,0,12,0,28,163.0212627,12,6,1.061034093,1.129579891,0
1,0,0,0,1,1,0,29,113.3065277,1,0,2.7245702,1.779510782,1
1,1,1,1,1,12,0,27,163.5440749,12,3,1.867856698,1.958217305,0
1,1,0,0,0,1,0,27,153.4288001,1,0,2.741880074,2.012543532,1
1,1,0,0,1,1,1,29,137.2372261,1,1,2.089551881,2.246370335,1
1,0,1,1,1,1,0,31,310.3313605,1,1,1.514975598,1.438762342,0
0,1,1,1,1,6,0,26,194.8039588,6,3,3.438665997,3.555315371,0
